TOW [0.001 s],WNc [w],Type,AutoBase,Flag2D,Error,Latitude [rad],Longitude [rad],Height [m],Undulation [m],Vn [m/s],Ve [m/s],Vu [m/s],COG [°],RxClkBias [ms],RxClkDrift [ppm],TimeSystem,Datum,NrSV,LC,FC,I,AI,PA,DiffCorrType,ReferenceID,MeanCorrAge [0.01 s],SignalInfo,RAIM integrity flag,Integrity failed,Storm Flag,Accuracy limit exceeded,NrBases,SeedAge [s],SeedType,Latency [0.0001 s],HAccuracy [0.01 m],VAccuracy [0.01 m],Misc,Baseline,Phase center variation,SIGIL,RTCMV,PPVTAge,ARPMarkerOffset
384981100,2355,4,0,0,0,0.887346646699,0.076634161983,120.009,47.352,-0.330,0.796,-0.004,112.53,-0.038910,-0.045,0,0,14,0,0,0,0,0,0,0,210,2228233,1,0,0,0,1,0,0,103,2,3,80,0,0,0,0,1,1
384981200,2355,4,0,0,0,0.887346641980,0.076634180464,120.010,47.352,-0.337,0.724,0.010,114.99,-0.038914,-0.045,0,0,14,0,0,0,0,0,0,0,220,2228233,1,0,0,0,1,0,0,120,2,3,80,0,0,0,0,1,1
384981300,2355,4,0,0,0,0.887346636328,0.076634195484,120.007,47.352,-0.320,0.646,-0.021,116.37,-0.038919,-0.045,0,0,14,0,0,0,0,0,0,0,230,2228233,1,0,0,0,1,0,0,101,2,3,80,0,0,0,0,1,1
384981400,2355,4,0,0,0,0.887346633024,0.076634210696,120.012,47.352,-0.261,0.556,0.009,116.21,-0.038923,-0.045,0,0,14,0,0,0,0,0,0,0,240,2228233,1,0,0,0,1,0,0,118,2,3,80,0,0,0,0,1,1
384981500,2355,4,0,0,0,0.887346630301,0.076634225109,120.014,47.352,-0.124,0.555,0.051,114.52,-0.038928,-0.045,0,0,14,0,0,0,0,0,0,0,250,2228233,1,0,0,0,1,0,0,103,2,3,96,0,0,0,0,2,1
384981600,2355,4,0,0,0,0.887346627997,0.076634236709,120.025,47.352,-0.116,0.483,0.091,113.28,-0.038932,-0.045,0,0,14,0,0,0,0,0,0,0,160,2228233,1,0,0,0,1,0,0,120,2,3,80,0,0,0,0,1,1
384981700,2355,4,0,0,0,0.887346624839,0.076634249854,120.032,47.352,-0.188,0.449,0.109,113.22,-0.038937,-0.044,0,0,14,0,0,0,0,0,0,0,170,2228233,1,0,0,0,1,0,0,103,2,3,80,0,0,0,0,1,1
384981800,2355,4,0,0,0,0.887346622279,0.076634263281,120.030,47.352,-0.182,0.540,0.026,112.58,-0.038941,-0.045,0,0,14,0,0,0,0,0,0,0,180,2228233,1,0,0,0,1,0,0,115,2,3,80,0,0,0,0,1,1
384981900,2355,4,0,0,0,0.887346621031,0.076634273623,120.037,47.352,-0.088,0.468,0.014,111.16,-0.038946,-0.045,0,0,14,0,0,0,0,0,0,0,190,2228233,1,0,0,0,1,0,0,99,2,3,80,0,0,0,0,1,1
384982000,2355,4,0,0,0,0.887346620491,0.076634286171,120.045,47.352,-0.004,0.423,0.059,108.90,-0.038950,-0.045,0,0,14,0,0,0,0,0,0,0,200,2228233,1,0,0,0,1,0,0,126,2,2,96,0,0,0,0,2,1
384982100,2355,4,0,0,0,0.887346617809,0.076634299606,120.029,47.352,-0.082,0.545,-0.007,107.40,-0.038955,-0.045,0,0,15,0,0,0,0,0,0,0,210,2228237,1,0,0,0,1,0,0,99,2,3,80,0,0,0,0,1,1
384982200,2355,4,0,0,0,0.887346614950,0.076634310430,120.030,47.352,-0.220,0.501,-0.059,108.33,-0.038959,-0.045,0,0,15,0,0,0,0,0,0,0,220,2228237,1,0,0,0,1,0,0,120,2,3,80,0,0,0,0,1,1
384982300,2355,4,0,0,0,0.887346614184,0.076634319935,120.032,47.352,-0.126,0.354,0.007,108.46,-0.038964,-0.045,0,0,15,0,0,0,0,0,0,0,230,2228237,1,0,0,0,1,0,0,99,2,2,80,0,0,0,0,1,1
384982400,2355,4,0,0,0,0.887346613706,0.076634330014,120.030,47.352,0.024,0.349,0.008,106.18,-0.038968,-0.045,0,0,15,0,0,0,0,0,0,0,240,2228237,1,0,0,0,1,0,0,116,2,2,80,0,0,0,0,1,1
384982500,2355,4,0,0,0,0.887346612435,0.076634339281,120.038,47.352,-0.031,0.380,0.032,104.83,-0.038972,-0.045,0,0,15,0,0,0,0,0,0,0,250,2228237,1,0,0,0,1,0,0,103,2,2,96,0,0,0,0,2,1
384982600,2355,4,0,0,0,0.887346610565,0.076634346672,120.038,47.352,-0.123,0.299,0.059,105.62,-0.038977,-0.045,0,0,15,0,0,0,0,0,0,0,160,2228237,1,0,0,0,1,0,0,121,2,2,80,0,0,0,0,1,1
384982700,2355,4,0,0,0,0.887346609128,0.076634354534,120.038,47.352,-0.123,0.257,-0.001,106.60,-0.038981,-0.045,0,0,15,0,0,0,0,0,0,0,170,2228237,1,0,0,0,1,0,0,105,2,2,80,0,0,0,0,1,1
384982800,2355,4,0,0,0,0.887346607520,0.076634364117,120.038,47.352,-0.097,0.361,-0.018,106.40,-0.038986,-0.045,0,0,15,0,0,0,0,0,0,0,180,2228237,1,0,0,0,1,0,0,114,2,2,80,0,0,0,0,1,1
384982900,2355,4,0,0,0,0.887346606062,0.076634373297,120.041,47.352,-0.094,0.417,0.015,105.83,-0.038990,-0.045,0,0,15,0,0,0,0,0,0,0,190,2228237,1,0,0,0,1,0,0,95,2,2,80,0,0,0,0,1,1
384983000,2355,4,0,0,0,0.887346604169,0.076634382013,120.043,47.352,-0.114,0.365,0.029,106.05,-0.038995,-0.045,0,0,15,0,0,0,0,0,0,0,200,2228237,1,0,0,0,1,0,0,120,2,2,96,0,0,0,0,2,1
384983100,2355,4,0,0,0,0.887346603460,0.076634390350,120.043,47.352,-0.090,0.319,-0.000,106.02,-0.038999,-0.045,0,0,15,0,0,0,0,0,0,0,210,2228237,1,0,0,0,1,0,0,98,2,2,80,0,0,0,0,1,1
384983200,2355,4,0,0,0,0.887346603081,0.076634399941,120.049,47.352,-0.011,0.354,0.019,104.12,-0.039004,-0.045,0,0,15,0,0,0,0,0,0,0,220,2228237,1,0,0,0,1,0,0,114,2,2,80,0,0,0,0,1,1
384983300,2355,4,0,0,0,0.887346601849,0.076634409193,120.049,47.352,-0.033,0.400,0.037,102.70,-0.039008,-0.045,0,0,15,0,0,0,0,0,0,0,230,2228237,1,0,0,0,1,0,0,99,2,2,80,0,0,0,0,1,1
384983400,2355,4,0,0,0,0.887346599122,0.076634418895,120.043,47.352,-0.163,0.395,-0.044,104.26,-0.039012,-0.045,0,0,15,0,0,0,0,0,0,0,240,2228237,1,0,0,0,1,0,0,113,2,2,80,0,0,0,0,1,1
384983500,2355,4,0,0,0,0.887346597538,0.076634427626,120.046,47.352,-0.181,0.367,-0.038,106.08,-0.039017,-0.045,0,0,15,0,0,0,0,0,0,0,250,2228237,1,0,0,0,1,0,0,97,2,2,96,0,0,0,0,2,1
384983600,2355,4,0,0,0,0.887346595908,0.076634435952,120.050,47.352,-0.089,0.337,0.016,105.92,-0.039021,-0.045,0,0,15,0,0,0,0,0,0,0,60,2228237,1,0,0,0,1,0,0,116,2,2,80,0,0,0,0,1,1
384983700,2355,4,0,0,0,0.887346594606,0.076634444589,120.055,47.352,-0.067,0.338,0.026,105.28,-0.039026,-0.044,0,0,15,0,0,0,0,0,0,0,70,2228237,1,0,0,0,1,0,0,99,2,2,80,0,0,0,0,1,1
384983800,2355,4,0,0,0,0.887346592962,0.076634453834,120.057,47.352,-0.088,0.363,0.049,105.04,-0.039030,-0.044,0,0,15,0,0,0,0,0,0,0,80,2228237,1,0,0,0,1,0,0,116,2,2,80,0,0,0,0,1,1
384983900,2355,4,0,0,0,0.887346591348,0.076634463460,120.060,47.352,-0.107,0.399,0.033,105.04,-0.039035,-0.045,0,0,15,0,0,0,0,0,0,0,90,2228237,1,0,0,0,1,0,0,95,2,2,80,0,0,0,0,1,1
384984000,2355,4,0,0,0,0.887346590889,0.076634473384,120.060,47.352,-0.045,0.418,0.008,103.61,-0.039039,-0.044,0,0,15,0,0,0,0,0,0,0,100,2228237,1,0,0,0,1,0,0,124,2,2,96,0,0,0,0,2,1
384984100,2355,4,0,0,0,0.887346589282,0.076634484139,120.054,47.352,-0.024,0.437,-0.028,101.89,-0.039044,-0.045,0,0,15,0,0,0,0,0,0,0,110,2228237,1,0,0,0,1,0,0,102,2,2,80,0,0,0,0,1,1
384984200,2355,4,0,0,0,0.887346586001,0.076634494755,120.051,47.352,-0.185,0.445,-0.049,103.77,-0.039048,-0.045,0,0,15,0,0,0,0,0,0,0,120,2228237,1,0,0,0,1,0,0,117,2,2,80,0,0,0,0,1,1
384984300,2355,4,0,0,0,0.887346584658,0.076634501253,120.054,47.352,-0.181,0.308,0.026,105.97,-0.039052,-0.045,0,0,15,0,0,0,0,0,0,0,130,2228237,1,0,0,0,1,0,0,99,2,2,80,0,0,0,0,1,1
384984400,2355,4,0,0,0,0.887346583105,0.076634509783,120.055,47.352,-0.055,0.237,0.063,105.69,-0.039057,-0.045,0,0,15,0,0,0,0,0,0,0,140,2228237,1,0,0,0,1,0,0,112,2,2,80,0,0,0,0,1,1
384984500,2355,4,0,0,0,0.887346581099,0.076634518693,120.063,47.352,-0.091,0.354,0.059,105.50,-0.039061,-0.044,0,0,15,0,0,0,0,0,0,0,150,2228237,1,0,0,0,1,0,0,98,2,2,96,0,0,0,0,2,1
384984600,2355,4,0,0,0,0.887346580232,0.076634527231,120.064,47.352,-0.103,0.381,0.067,105.44,-0.039066,-0.044,0,0,15,0,0,0,0,0,0,0,160,2228237,1,0,0,0,1,0,0,115,2,2,80,0,0,0,0,1,1
384984700,2355,4,0,0,0,0.887346578879,0.076634536697,120.058,47.352,-0.064,0.374,-0.031,104.58,-0.039070,-0.045,0,0,15,0,0,0,0,0,0,0,170,2228237,1,0,0,0,1,0,0,105,2,2,80,0,0,0,0,1,1
384984800,2355,4,0,0,0,0.887346577542,0.076634546034,120.063,47.352,-0.075,0.393,-0.030,103.98,-0.039075,-0.045,0,0,15,0,0,0,0,0,0,0,180,2228237,1,0,0,0,1,0,0,116,2,2,80,0,0,0,0,1,1
384984900,2355,4,0,0,0,0.887346575117,0.076634555343,120.064,47.352,-0.144,0.380,0.023,105.05,-0.039079,-0.044,0,0,15,0,0,0,0,0,0,0,190,2228237,1,0,0,0,1,0,0,94,2,2,80,0,0,0,0,1,1
384985000,2355,4,0,0,0,0.887346574220,0.076634566703,120.065,47.352,-0.121,0.433,0.007,105.15,-0.039083,-0.044,0,0,15,0,0,0,0,0,0,0,200,2228237,1,0,0,0,1,0,0,133,2,2,96,0,0,0,0,2,1
384985100,2355,4,0,0,0,0.887346572345,0.076634576299,120.066,47.352,-0.103,0.448,-0.026,104.78,-0.039088,-0.045,0,0,15,0,0,0,0,0,0,0,210,2228237,1,0,0,0,1,0,0,100,2,2,80,0,0,0,0,1,1
384985200,2355,4,0,0,0,0.887346572028,0.076634585652,120.074,47.352,-0.087,0.368,-0.002,104.58,-0.039092,-0.045,0,0,15,0,0,0,0,0,0,0,220,2228237,1,0,0,0,1,0,0,113,2,2,80,0,0,0,0,1,1
384985300,2355,4,0,0,0,0.887346570362,0.076634594936,120.074,47.352,-0.047,0.353,0.038,103.63,-0.039097,-0.044,0,0,15,0,0,0,0,0,0,0,230,2228237,1,0,0,0,1,0,0,99,2,2,80,0,0,0,0,1,1
384985400,2355,4,0,0,0,0.887346568851,0.076634604947,120.077,47.352,-0.105,0.393,0.030,103.84,-0.039101,-0.044,0,0,15,0,0,0,0,0,0,0,240,2228237,1,0,0,0,1,0,0,116,2,2,80,0,0,0,0,1,1
384985500,2355,4,0,0,0,0.887346566515,0.076634612750,120.081,47.352,-0.147,0.352,0.039,105.11,-0.039106,-0.044,0,0,15,0,0,0,0,0,0,0,250,2228237,1,0,0,0,1,0,0,105,2,2,96,0,0,0,0,2,1
384985600,2355,4,0,0,0,0.887346564939,0.076634621866,120.073,47.352,-0.107,0.329,-0.001,105.52,-0.039110,-0.045,0,0,15,0,0,0,0,0,0,0,60,2228237,1,0,0,0,1,0,0,119,2,2,80,0,0,0,0,1,1
384985700,2355,4,0,0,0,0.887346563686,0.076634631503,120.067,47.352,-0.043,0.399,-0.082,104.06,-0.039115,-0.045,0,0,15,0,0,0,0,0,0,0,70,2228237,1,0,0,0,1,0,0,98,2,2,80,0,0,0,0,1,1
384985800,2355,4,0,0,0,0.887346563827,0.076634640064,120.075,47.352,-0.010,0.377,-0.028,102.23,-0.039119,-0.044,0,0,15,0,0,0,0,0,0,0,80,2228237,1,0,0,0,1,0,0,108,2,2,80,0,0,0,0,1,1
384985900,2355,4,0,0,0,0.887346562276,0.076634648796,120.081,47.352,-0.037,0.334,0.080,101.44,-0.039123,-0.044,0,0,15,0,0,0,0,0,0,0,90,2228237,1,0,0,0,1,0,0,96,2,2,80,0,0,0,0,1,1
384986000,2355,4,0,0,0,0.887346560124,0.076634659248,120.081,47.352,-0.156,0.396,0.047,103.10,-0.039128,-0.044,0,0,15,0,0,0,0,0,0,0,100,2228237,1,0,0,0,1,0,0,122,2,2,96,0,0,0,0,2,1
384986100,2355,4,0,0,0,0.887346559713,0.076634666620,120.088,47.352,-0.105,0.359,0.023,103.57,-0.039132,-0.044,0,0,15,0,0,0,0,0,0,0,110,2228237,1,0,0,0,1,0,0,82,2,2,80,0,0,0,0,1,1
384986200,2355,4,0,0,0,0.887346558618,0.076634670203,120.088,47.352,-0.022,0.134,0.025,103.32,-0.039137,-0.044,0,0,15,0,0,0,0,0,0,0,120,2228237,1,0,0,0,1,0,0,98,2,2,80,0,0,0,0,1,1
384986300,2355,4,0,0,0,0.887346559431,0.076634668533,120.089,47.352,0.033,-0.120,0.010,103.19,-0.039141,-0.044,0,0,15,0,0,0,0,0,0,0,130,2228237,1,0,0,0,1,0,0,79,2,2,80,0,0,0,0,1,1
384986400,2355,4,0,0,0,0.887346559519,0.076634666744,120.086,47.352,0.070,-0.214,-0.025,102.36,-0.039146,-0.044,0,0,15,0,0,0,0,0,0,0,140,2228237,1,0,0,0,1,0,0,103,2,2,80,0,0,0,0,1,1
384986500,2355,4,0,0,0,0.887346559194,0.076634666194,120.086,47.352,-0.008,-0.091,-0.024,103.83,-0.039150,-0.044,0,0,15,0,0,0,0,0,0,0,150,2228237,1,0,0,0,1,0,0,93,3,4,96,0,0,0,0,2,1
384986600,2355,4,0,0,0,0.887346559136,0.076634666943,120.082,47.352,-0.031,0.034,0.002,105.19,-0.039155,-0.044,0,0,15,0,0,0,0,0,0,0,160,2228237,1,0,0,0,1,0,0,113,3,3,80,0,0,0,0,1,1
384986700,2355,4,0,0,0,0.887346559438,0.076634666729,120.084,47.352,0.015,0.033,0.006,103.60,-0.039159,-0.044,0,0,15,0,0,0,0,0,0,0,170,2228237,1,0,0,0,1,0,0,102,2,3,80,0,0,0,0,1,1
384986800,2355,4,0,0,0,0.887346559511,0.076634666876,120.087,47.352,0.022,-0.003,0.041,101.89,-0.039163,-0.044,0,0,15,0,0,0,0,0,0,0,180,2228237,1,0,0,0,1,0,0,119,3,3,80,0,0,0,0,1,1
384986900,2355,4,0,0,0,0.887346559577,0.076634667078,120.083,47.352,0.002,0.006,-0.010,101.55,-0.039168,-0.044,0,0,15,0,0,0,0,0,0,0,190,2228237,1,0,0,0,1,0,0,100,2,3,80,0,0,0,0,1,1
384987000,2355,4,0,0,0,0.887346559272,0.076634666859,120.083,47.352,-0.008,0.001,-0.027,NaN,-0.039172,-0.044,0,0,15,0,0,0,0,0,0,0,200,2228237,1,0,0,0,1,0,0,132,2,3,96,0,0,0,0,2,1
384987100,2355,4,0,0,0,0.887346559884,0.076634666870,120.084,47.352,-0.001,-0.006,-0.008,NaN,-0.039177,-0.044,0,0,15,0,0,0,0,0,0,0,210,2228237,1,0,0,0,1,0,0,106,2,3,80,0,0,0,0,1,1
384987200,2355,4,0,0,0,0.887346559898,0.076634667011,120.081,47.352,0.012,0.003,-0.007,NaN,-0.039181,-0.044,0,0,15,0,0,0,0,0,0,0,220,2228237,1,0,0,0,1,0,0,117,2,3,80,0,0,0,0,1,1
384987300,2355,4,0,0,0,0.887346559539,0.076634666885,120.083,47.352,-0.001,0.003,-0.011,NaN,-0.039186,-0.044,0,0,15,0,0,0,0,0,0,0,230,2228237,1,0,0,0,1,0,0,105,2,3,80,0,0,0,0,1,1
384987400,2355,4,0,0,0,0.887346559284,0.076634666624,120.081,47.352,-0.019,-0.010,-0.007,NaN,-0.039190,-0.044,0,0,15,0,0,0,0,0,0,0,240,2228237,1,0,0,0,1,0,0,117,2,3,80,0,0,0,0,1,1
384987500,2355,4,0,0,0,0.887346559635,0.076634666922,120.082,47.352,-0.004,-0.002,-0.006,NaN,-0.039194,-0.044,0,0,15,0,0,0,0,0,0,0,250,2228237,1,0,0,0,1,0,0,104,2,3,96,0,0,0,0,2,1
384987600,2355,4,0,0,0,0.887346559750,0.076634667053,120.085,47.352,0.013,0.010,0.011,NaN,-0.039199,-0.044,0,0,15,0,0,0,0,0,0,0,60,2228237,1,0,0,0,1,0,0,120,2,3,80,0,0,0,0,1,1
384987700,2355,4,0,0,0,0.887346559713,0.076634666988,120.083,47.352,0.006,0.001,0.010,NaN,-0.039203,-0.044,0,0,15,0,0,0,0,0,0,0,70,2228237,1,0,0,0,1,0,0,106,2,3,80,0,0,0,0,1,1
384987800,2355,4,0,0,0,0.887346559569,0.076634666798,120.082,47.352,-0.001,-0.010,-0.009,NaN,-0.039208,-0.044,0,0,15,0,0,0,0,0,0,0,80,2228237,1,0,0,0,1,0,0,119,2,3,80,0,0,0,0,1,1
384987900,2355,4,0,0,0,0.887346559682,0.076634667078,120.085,47.352,-0.002,0.001,0.000,NaN,-0.039212,-0.044,0,0,15,0,0,0,0,0,0,0,90,2228237,1,0,0,0,1,0,0,100,2,3,80,0,0,0,0,1,1
384988000,2355,4,0,0,0,0.887346559168,0.076634666758,120.083,47.352,-0.011,0.002,0.008,NaN,-0.039217,-0.045,0,0,15,0,0,0,0,0,0,0,100,2228237,1,0,0,0,1,0,0,131,2,3,96,0,0,0,0,2,1
384988100,2355,4,0,0,0,0.887346560341,0.076634666012,120.081,47.352,0.009,-0.024,-0.011,NaN,-0.039221,-0.044,0,0,15,0,0,0,0,0,0,0,110,2228237,1,0,0,0,1,0,0,103,2,3,80,0,0,0,0,1,1
384988200,2355,4,0,0,0,0.887346560453,0.076634663298,120.082,47.352,0.038,-0.083,-0.021,NaN,-0.039226,-0.044,0,0,15,0,0,0,0,0,0,0,120,2228237,1,0,0,0,1,0,0,120,3,4,80,0,0,0,0,1,1
384988300,2355,4,0,0,0,0.887346561686,0.076634658148,120.081,47.352,0.058,-0.226,-0.013,NaN,-0.039230,-0.044,0,0,15,0,0,0,0,0,0,0,130,2228237,1,0,0,0,1,0,0,102,2,2,80,0,0,0,0,1,1
384988400,2355,4,0,0,0,0.887346562718,0.076634651053,120.079,47.352,0.092,-0.336,-0.007,285.92,-0.039234,-0.044,0,0,15,0,0,0,0,0,0,0,140,2228237,1,0,0,0,1,0,0,113,2,2,80,0,0,0,0,1,1
384988500,2355,4,0,0,0,0.887346563795,0.076634642036,120.077,47.352,0.083,-0.409,-0.009,283.87,-0.039239,-0.045,0,0,15,0,0,0,0,0,0,0,150,2228237,1,0,0,0,1,0,0,99,2,2,96,0,0,0,0,2,1
384988600,2355,4,0,0,0,0.887346564818,0.076634631913,120.079,47.352,0.075,-0.446,-0.016,282.25,-0.039243,-0.045,0,0,15,0,0,0,0,0,0,0,60,2228237,1,0,0,0,1,0,0,94,2,2,80,0,0,0,0,1,1
384988700,2355,4,0,0,0,0.887346566912,0.076634624101,120.076,47.352,0.127,-0.368,-0.030,284.12,-0.039248,-0.045,0,0,15,0,0,0,0,0,0,0,70,2228237,1,0,0,0,1,0,0,92,2,2,80,0,0,0,0,1,1
384988800,2355,4,0,0,0,0.887346572020,0.076634618065,120.088,47.352,0.285,-0.235,0.037,292.37,-0.039252,-0.044,0,0,15,0,0,0,0,0,0,0,80,2228237,1,0,0,0,1,0,0,114,2,2,80,0,0,0,0,1,1
384988900,2355,4,0,0,0,0.887346573699,0.076634604886,120.082,47.352,0.276,-0.404,0.052,295.64,-0.039257,-0.044,0,0,15,0,0,0,0,0,0,0,90,2228237,1,0,0,0,1,0,0,95,2,2,80,0,0,0,0,1,1
384989000,2355,4,0,0,0,0.887346575148,0.076634588409,120.083,47.352,0.051,-0.755,-0.025,288.41,-0.039261,-0.045,0,0,15,0,0,0,0,0,0,0,100,2228237,1,0,0,0,1,0,0,125,2,2,96,0,0,0,0,2,1
384989100,2355,4,0,0,0,0.887346571816,0.076634570752,120.077,47.352,-0.225,-0.835,0.021,254.89,-0.039266,-0.044,0,0,15,0,0,0,0,0,0,0,110,2228237,1,0,0,0,1,0,0,101,2,2,80,0,0,0,0,1,1
384989200,2355,4,0,0,0,0.887346568095,0.076634556717,120.075,47.352,-0.418,-0.658,-0.003,237.58,-0.039270,-0.044,0,0,15,0,0,0,0,0,0,0,120,2228237,1,0,0,0,1,0,0,119,2,2,80,0,0,0,0,1,1
384989300,2355,4,0,0,0,0.887346564188,0.076634541814,120.075,47.352,-0.327,-0.531,-0.035,238.33,-0.039275,-0.044,0,0,15,0,0,0,0,0,0,0,130,2228237,1,0,0,0,1,0,0,101,2,2,80,0,0,0,0,1,1
384989400,2355,4,0,0,0,0.887346560634,0.076634527707,120.068,47.352,-0.231,-0.558,-0.048,239.67,-0.039279,-0.044,0,0,15,0,0,0,0,0,0,0,140,2228237,1,0,0,0,1,0,0,113,2,2,80,0,0,0,0,1,1
384989500,2355,4,0,0,0,0.887346559063,0.076634505686,120.059,47.352,-0.117,-0.801,-0.078,243.74,-0.039283,-0.045,0,0,15,0,0,0,0,0,0,0,150,2228237,1,0,0,0,1,0,0,102,2,2,96,0,0,0,0,2,1
384989600,2355,4,0,0,0,0.887346558281,0.076634485258,120.054,47.352,0.015,-0.991,-0.120,270.86,-0.039288,-0.045,0,0,15,0,0,0,0,0,0,0,160,2228237,1,0,0,0,1,0,0,115,2,2,80,0,0,0,0,1,1
384989700,2355,4,0,0,0,0.887346560718,0.076634460744,120.053,47.352,0.149,-0.996,-0.075,278.54,-0.039292,-0.044,0,0,15,0,0,0,0,0,0,0,170,2228237,1,0,0,0,1,0,0,104,2,2,80,0,0,0,0,1,1
384989800,2355,4,0,0,0,0.887346567352,0.076634439004,120.047,47.352,0.463,-0.975,0.007,295.39,-0.039297,-0.044,0,0,15,0,0,0,0,0,0,0,180,2228237,1,0,0,0,1,0,0,118,2,2,80,0,0,0,0,1,1
384989900,2355,4,0,0,0,0.887346574660,0.076634414986,120.052,47.352,0.632,-0.931,0.008,304.16,-0.039301,-0.044,0,0,15,0,0,0,0,0,0,0,190,2228237,1,0,0,0,1,0,0,90,2,3,80,0,0,0,0,1,1
384990000,2355,4,0,0,0,0.887346582867,0.076634389439,120.040,47.352,0.593,-1.031,-0.063,299.90,-0.039306,-0.044,0,0,15,0,0,0,0,0,0,0,200,2228237,1,0,0,0,1,0,0,110,2,3,96,0,0,0,0,2,1
384990100,2355,4,0,0,0,0.887346590603,0.076634362555,120.037,47.352,0.605,-1.129,-0.100,298.19,-0.039310,-0.044,0,0,14,0,0,0,0,0,0,0,110,2228233,1,0,0,0,1,0,0,91,2,3,80,0,0,0,0,1,1
384990200,2355,4,0,0,0,0.887346602348,0.076634339211,120.030,47.352,0.743,-1.024,-0.079,305.97,-0.039315,-0.044,0,0,14,0,0,0,0,0,0,0,120,2228233,1,0,0,0,1,0,0,100,2,3,80,0,0,0,0,1,1
384990300,2355,4,0,0,0,0.887346613766,0.076634312968,120.023,47.352,0.829,-0.971,-0.085,310.48,-0.039319,-0.044,0,0,14,0,0,0,0,0,0,0,130,2228233,1,0,0,0,1,0,0,87,2,3,80,0,0,0,0,1,1
384990400,2355,4,0,0,0,0.887346626811,0.076634283672,120.031,47.352,0.837,-1.169,0.011,305.61,-0.039323,-0.044,0,0,14,0,0,0,0,0,0,0,140,2228233,1,0,0,0,1,0,0,97,2,3,80,0,0,0,0,1,1
384990500,2355,4,0,0,0,0.887346639491,0.076634251777,120.026,47.352,0.864,-1.346,0.034,302.68,-0.039328,-0.044,0,0,14,0,0,0,0,0,0,0,150,2228233,1,0,0,0,1,0,0,85,2,3,96,0,0,0,0,2,1
384990600,2355,4,0,0,0,0.887346648695,0.076634222252,120.005,47.352,0.662,-1.305,-0.154,296.90,-0.039332,-0.044,0,0,14,0,0,0,0,0,0,0,160,2228233,1,0,0,0,1,0,0,104,2,3,80,0,0,0,0,1,1
384990700,2355,4,0,0,0,0.887346658026,0.076634184945,120.018,47.352,0.473,-1.412,-0.073,288.53,-0.039336,-0.044,0,0,14,0,0,0,0,0,0,0,170,2228233,1,0,0,0,1,0,0,102,2,3,80,0,0,0,0,1,1
384990800,2355,4,0,0,0,0.887346665925,0.076634147289,120.014,47.352,0.470,-1.647,0.090,285.95,-0.039341,-0.044,0,0,14,0,0,0,0,0,0,0,180,2228233,1,0,0,0,1,0,0,101,2,3,80,0,0,0,0,1,1
384990900,2355,4,0,0,0,0.887346673151,0.076634110452,120.020,47.352,0.429,-1.579,0.039,285.18,-0.039345,-0.044,0,0,14,0,0,0,0,0,0,0,190,2228233,1,0,0,0,1,0,0,90,2,3,80,0,0,0,0,1,1
384991000,2355,4,0,0,0,0.887346677586,0.076634072378,120.009,47.352,0.294,-1.508,-0.019,281.04,-0.039350,-0.044,0,0,14,0,0,0,0,0,0,0,200,2228233,1,0,0,0,1,0,0,110,2,3,96,0,0,0,0,2,1
384991100,2355,4,0,0,0,0.887346684931,0.076634034614,120.008,47.352,0.291,-1.526,-0.036,280.79,-0.039354,-0.044,0,0,15,0,0,0,0,0,0,0,110,2228233,1,0,0,0,1,0,0,82,2,3,80,0,0,0,0,1,1
384991200,2355,4,0,0,0,0.887346691262,0.076633997464,120.005,47.352,0.424,-1.497,-0.018,285.80,-0.039358,-0.044,0,0,15,0,0,0,0,0,0,0,120,2228233,1,0,0,0,1,0,0,96,2,3,80,0,0,0,0,1,1
384991300,2355,4,0,0,0,0.887346695473,0.076633961099,120.006,47.352,0.329,-1.463,-0.014,282.68,-0.039363,-0.044,0,0,15,0,0,0,0,0,0,0,130,2228233,1,0,0,0,1,0,0,80,2,3,80,0,0,0,0,1,1
384991400,2355,4,0,0,0,0.887346703410,0.076633923987,120.001,47.352,0.376,-1.473,-0.018,284.34,-0.039367,-0.044,0,0,15,0,0,0,0,0,0,0,140,2228233,1,0,0,0,1,0,0,92,2,3,80,0,0,0,0,1,1
384991500,2355,4,0,0,0,0.887346707175,0.076633886414,120.000,47.352,0.395,-1.520,-0.019,284.58,-0.039372,-0.044,0,0,15,0,0,0,0,0,0,0,150,2228233,1,0,0,0,1,0,0,95,2,3,96,0,0,0,0,2,1
384991600,2355,4,0,0,0,0.887346713923,0.076633848281,120.000,47.352,0.338,-1.543,-0.006,282.34,-0.039376,-0.044,0,0,15,0,0,0,0,0,0,0,160,2228233,1,0,0,0,1,0,0,100,2,3,80,0,0,0,0,1,1
384991700,2355,4,0,0,0,0.887346719728,0.076633809444,119.995,47.352,0.441,-1.571,-0.023,285.69,-0.039381,-0.044,0,0,15,0,0,0,0,0,0,0,170,2228233,1,0,0,0,1,0,0,93,2,3,80,0,0,0,0,1,1
384991800,2355,4,0,0,0,0.887346724793,0.076633772347,119.988,47.352,0.349,-1.537,-0.071,282.80,-0.039385,-0.044,0,0,15,0,0,0,0,0,0,0,180,2228233,1,0,0,0,1,0,0,100,2,3,80,0,0,0,0,1,1
